fen,move
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nf3
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Nc3
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,Bc4
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5,O-O
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1 w kq - 0 6,Nd5
r1bqk2r/ppp2ppp/2np4/2bNp3/2B1n3/5N2/PPPP1PPP/R1BQ1RK1 w kq - 0 7,d3
r1bqk2r/ppp2ppp/2np1n2/2bNp3/2B5/3P1N2/PPP2PPP/R1BQ1RK1 w kq - 1 8,Bg5
r1bqk2r/ppp2pp1/2np1n1p/2bNp1B1/2B5/3P1N2/PPP2PPP/R2Q1RK1 w kq - 0 9,Nxf6+
r1bqk2r/ppp2p2/2np1p1p/2b1p1B1/2B5/3P1N2/PPP2PPP/R2Q1RK1 w kq - 0 10,Be3
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nf3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Bb5
r1bqkbnr/pppp1ppp/8/1B2p3/1n2P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,Nxe5
r1bqk1nr/pppp1ppp/3b4/1B2N3/1n2P3/8/PPPP1PPP/RNBQK2R w KQkq - 1 5,d4
r1bqk1nr/pppp1pp1/3b4/1B2N2p/1n1PP3/8/PPP2PPP/RNBQK2R w KQkq - 0 6,O-O
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d5
rnbqkbnr/ppp1pppp/8/3p4/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,Nc6
r1bqkbnr/ppp1pppp/2n5/3p4/3P4/1P2P3/P1P2PPP/RNBQKBNR b KQkq - 0 3,Nf6
r1bqkb1r/ppp1pppp/2n2n2/3p4/3P4/1P2PN2/P1P2PPP/RNBQKB1R b KQkq - 2 4,Bg4
r2qkb1r/ppp1pppp/2n2n2/3p2N1/3P2b1/1P2P3/P1P2PPP/RNBQKB1R b KQkq - 4 5,Bxd1
r2qkb1r/ppp1pppp/2n2n2/3p2N1/3P4/1P2P3/P1P2PPP/RNBK1B1R b kq - 0 6,e6
r2qkb1r/ppp2ppp/2n1pn2/1B1p2N1/3P4/1P2P3/P1P2PPP/RNBK3R b kq - 1 7,a6
r2qkb1r/1pp2ppp/p1n1pn2/3p2N1/3P4/1P1BP3/P1P2PPP/RNBK3R b kq - 1 8,Be7
r2qk2r/1pp1bppp/p1n1pn2/3p2N1/2PP4/1P1BP3/P4PPP/RNBK3R b kq - 0 9,dxc4
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Nc6
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,Nf6
r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,d5
r1bqkb1r/ppp2ppp/2n2n2/3pN3/3PP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 5,dxe4
r1bqkb1r/ppp2ppp/2N2n2/8/3Pp3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 6,bxc6
r1bqkb1r/p1p2ppp/2p2n2/6B1/3Pp3/2N5/PPP2PPP/R2QKB1R b KQkq - 1 7,Bb4
r1bqk2r/p1p2ppp/2p2n2/6B1/1bBPp3/2N5/PPP2PPP/R2QK2R b KQkq - 3 8,O-O
r1bq1rk1/p1p2ppp/2p2n2/6B1/1bBPp3/2N5/PPPQ1PPP/R3K2R b KQ - 5 9,c5
r1bq1rk1/p1p2ppp/5n2/2pP2B1/1bB1p3/2N5/PPPQ1PPP/R3K2R b KQ - 0 10,Re8
r1bqr1k1/p1p2ppp/5n2/2pP2B1/1bB1p3/2N5/PPPQ1PPP/2KR3R b - - 2 11,Bg4
r2qr1k1/p1p2ppp/5n2/2pP2B1/1bB1p1b1/2N5/PPPQ1PPP/2K2R1R b - - 4 12,h6
r2qr1k1/p1p2pp1/5n1B/2pP4/1bB1p1b1/2N5/PPPQ1PPP/2K2R1R b - - 0 13,gxh6
r2qr1k1/p1p2p2/5n1Q/2pP4/1bB1p1b1/2N5/PPP2PPP/2K2R1R b - - 0 14,Bxc3
r2qr1k1/p1p2p2/5n1Q/2pP4/2B1p1b1/2P5/P1P2PPP/2K2R1R b - - 0 15,Nxd5
r2qr1k1/p1p2p2/7Q/2pB4/4p1b1/2P5/P1P2PPP/2K2R1R b - - 0 16,Qxd5
r3r1k1/p1p2p2/7Q/2pq4/4p1b1/2P2P2/P1P3PP/2K2R1R b - - 0 17,Bf5
r3r1k1/p1p2p2/8/2pq1bQ1/4p3/2P2P2/P1P3PP/2K2R1R b - - 2 18,Kf8
r3rk2/p1p2p2/8/2pq1bQ1/4p1P1/2P2P2/P1P4P/2K2R1R b - - 0 19,Be6
r3rk2/p1p2p2/4b2Q/2pq4/4p1P1/2P2P2/P1P4P/2K2R1R b - - 2 20,Ke7
r3r3/p1p1kp2/4b2Q/2pq2P1/4p3/2P2P2/P1P4P/2K2R1R b - - 0 21,Red8
r2r4/p1p1kp2/4bQ2/2pq2P1/4p3/2P2P2/P1P4P/2K2R1R b - - 2 22,Kd6
r2r4/p1p2p2/3kbQ2/2pq2P1/4p3/2P2P2/P1P4P/2KR3R b - - 4 23,Qxd1+
r2r4/p1p2p2/3kbQ2/2p3P1/4p3/2P2P2/P1P4P/2KR4 b - - 0 24,Kc6
r2R4/p1p2p2/2k1bQ2/2p3P1/4p3/2P2P2/P1P4P/2K5 b - - 0 25,Rxd8
3Q4/p1p2p2/2k1b3/2p3P1/4p3/2P2P2/P1P4P/2K5 b - - 0 26,exf3
Q7/p1p2p2/2k1b3/2p3P1/8/2P2p2/P1P4P/2K5 b - - 1 27,Kd6
8/p1p2p2/3kb3/2p3P1/8/2P2Q2/P1P4P/2K5 b - - 0 28,Bd5
8/p1p2p2/3k4/2pb2P1/8/2PQ4/P1P4P/2K5 b - - 2 29,Ke5
8/p1p2p2/8/2pbk1P1/8/2P3Q1/P1P4P/2K5 b - - 4 30,Ke4
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,Nc6
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,Nf6
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 4,Bb4
r1bqk2r/pppp1ppp/2n2n2/4p3/1bB1P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq - 7 5,O-O
r1bq1rk1/pppp1ppp/2n2n2/4p3/1bB1P3/2NP1N2/PPP2PPP/R1BQ1RK1 b - - 0 6,Bxc3
r1bq1rk1/pppp1ppp/2n2n2/4p3/2B1P3/2PP1N2/P1P2PPP/R1BQ1RK1 b - - 0 7,d6
r1bq1rk1/ppp2ppp/2np1n2/4p1B1/2B1P3/2PP1N2/P1P2PPP/R2Q1RK1 b - - 1 8,a6
r1bq1rk1/1pp2ppp/p1np1n2/4p1B1/2B1P3/2PP1N2/P1PQ1PPP/R4RK1 b - - 1 9,b5
r1bq1rk1/2p2ppp/p1np1n2/1p1Bp1B1/4P3/2PP1N2/P1PQ1PPP/R4RK1 b - - 1 10,Bd7
r2q1rk1/2pb1ppp/p1np1n2/1p1Bp1B1/2P1P3/3P1N2/P1PQ1PPP/R4RK1 b - - 0 11,Re8
r2qr1k1/2pb1ppp/p1np1n2/1P1Bp1B1/4P3/3P1N2/P1PQ1PPP/R4RK1 b - - 0 12,axb5
r2qr1k1/2pb1ppp/2np1n2/1p1Bp1B1/4P3/2QP1N2/P1P2PPP/R4RK1 b - - 1 13,Ra6
3qr1k1/2pb1ppp/r1np1n2/1p1Bp1B1/4P3/1Q1P1N2/P1P2PPP/R4RK1 b - - 3 14,Na5
3qr1k1/2pb1ppp/r2p1n2/np1Bp1B1/4P3/2QP1N2/P1P2PPP/R4RK1 b - - 5 15,b4
3qr1k1/2pb1ppp/r2p1n2/n2Bp1B1/1Q2P3/3P1N2/P1P2PPP/R4RK1 b - - 0 16,c5
3qr1k1/3b1ppp/r2p1n2/n1pBp1B1/4P3/3P1N2/PQP2PPP/R4RK1 b - - 1 17,Rb6
3qr1k1/3b1ppp/1r1p1n2/n1pBp1B1/4P3/2QP1N2/P1P2PPP/R4RK1 b - - 3 18,Rb5
3qr1k1/3b1ppp/3p1n2/nrpBp1B1/P3P3/2QP1N2/2P2PPP/R4RK1 b - - 0 19,Rb4
3qr1k1/3b1ppp/3p1n2/n1p1p1B1/Pr2P3/1BQP1N2/2P2PPP/R4RK1 b - - 2 20,Nxb3
3qr1k1/3b1ppp/3p1n2/2p1p1B1/Pr2P3/1PQP1N2/5PPP/R4RK1 b - - 0 21,h6
3qr1k1/3b1pp1/3p1B1p/2p1p3/Pr2P3/1PQP1N2/5PPP/R4RK1 b - - 0 22,Qxf6
4r1k1/3b1pp1/3p1q1p/2p1p3/Pr2P3/1PQP4/3N1PPP/R4RK1 b - - 1 23,Be6
4r1k1/5pp1/3pbq1p/2p1p3/PrN1P3/1PQP4/5PPP/R4RK1 b - - 3 24,Bxc4
4r1k1/5pp1/3p1q1p/2p1p3/PrP1P3/1PQ5/5PPP/R4RK1 b - - 0 25,Qf4
4r1k1/5pp1/3p3p/2p1p3/PrP1Pq2/1PQ5/5PPP/3R1RK1 b - - 2 26,Re6
6k1/5pp1/3pr2p/2p1p3/PrP1Pq2/1PQ2P2/6PP/3R1RK1 b - - 0 27,f5
6k1/6p1/3pr2p/2p1pp2/PrP1Pq2/1PQ2PP1/7P/3R1RK1 b - - 0 28,Rg6
6k1/6p1/3R2rp/2p1pp2/PrP1Pq2/1PQ2PP1/7P/5RK1 b - - 0 29,Qg5
6k1/6p1/6Rp/2p1ppq1/PrP1P3/1PQ2PP1/7P/5RK1 b - - 0 30,Qxg6
6k1/6p1/6qp/2p1pP2/PrP5/1PQ2PP1/7P/5RK1 b - - 0 31,Qxf5
6k1/6p1/7p/2p1pq2/PrP2P2/1PQ3P1/7P/5RK1 b - - 0 32,exf4
6k1/6p1/7p/2p2q2/PrP2R2/1PQ3P1/7P/6K1 b - - 0 33,Qb1+
6k1/6p1/7p/2p5/PrP5/1PQ3P1/7P/1q3RK1 b - - 2 34,Rxb3
6k1/6p1/7p/2p1Q3/P1P5/1r4P1/7P/1q3RK1 b - - 1 35,Qa2
4Q1k1/6p1/7p/2p5/P1P5/1r4P1/q6P/5RK1 b - - 3 36,Kh7
8/6pk/7p/2p5/P1P1Q3/1r4P1/q6P/5RK1 b - - 5 37,Kg8
6k1/6p1/7p/2pQ4/P1P5/1r4P1/q6P/5RK1 b - - 7 38,Kh7
8/6pk/7p/2p5/P1P1Q3/1r4P1/q6P/5RK1 b - - 9 39,Kg8
6k1/6p1/7p/2pQ4/P1P5/1r4P1/q6P/5RK1 b - - 11 40,Kh7
8/6pk/7p/2Q5/P1P5/1r4P1/q6P/5RK1 b - - 0 41,Rc3
5R2/6pk/7p/2Q5/P1P5/2r3P1/q6P/6K1 b - - 2 42,Rc1+
8/6pk/7p/2Q5/P1P5/6P1/q6P/2r2RK1 b - - 4 43,Rxf1+
8/6pk/7p/2Q5/P1P5/6P1/q6P/5K2 b - - 0 44,Qxa4
8/6pk/7p/2Q5/q1P5/6P1/6KP/8 b - - 1 45,g6
8/7k/6pp/2Q5/q1P5/6PK/7P/8 b - - 1 46,Qa1
8/4Q2k/6pp/8/2P5/6PK/7P/q7 b - - 3 47,Kg8
6k1/4Q3/6pp/8/2P3P1/7K/7P/q7 b - - 0 48,Qc3+
6k1/4Q3/6pp/8/2P3P1/2q5/6KP/8 b - - 2 49,Qxc4
6k1/4Q3/6pp/8/2q3P1/7P/6K1/8 b - - 0 50,Qf4
6k1/8/6pp/8/5qPQ/7P/6K1/8 b - - 2 51,Kg7
8/4Q1k1/6pp/8/5qP1/7P/6K1/8 b - - 4 52,Qf7
8/5Qk1/6pp/8/6P1/7P/6K1/8 b - - 0 53,Kxf7
8/5k2/6pp/8/6P1/6KP/8/8 b - - 1 54,Kf6
8/8/5kpp/8/6PP/6K1/8/8 b - - 0 55,g5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,Nf3
rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 2 2,d4
rnbqkb1r/pppppp1p/5np1/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,Bf4
rnbqkb1r/ppp1pp1p/3p1np1/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,Nc3
rnbqk2r/ppp1ppbp/3p1np1/8/3P1B2/2N2N2/PPP1PPPP/R2QKB1R w KQkq - 2 5,e4
rnbq1rk1/ppp1ppbp/3p1np1/8/3PPB2/2N2N2/PPP2PPP/R2QKB1R w KQ - 1 6,Bd3
rnbq1rk1/1pp1ppbp/p2p1np1/8/3PPB2/2NB1N2/PPP2PPP/R2QK2R w KQ - 0 7,Qd2
rnbq1rk1/2p1ppbp/p2p1np1/1p6/3PPB2/2NB1N2/PPPQ1PPP/R3K2R w KQ - 0 8,b4
rn1q1rk1/2p1ppbp/p2p1np1/1p6/1P1PPBb1/2NB1N2/P1PQ1PPP/R3K2R w KQ - 1 9,Ke2
r2q1rk1/2p1ppbp/p1np1np1/1p6/1P1PPBb1/2NB1N2/P1PQKPPP/R6R w - - 3 10,a3
r2q1rk1/2p1ppbp/p2p1np1/1p6/1P1nPBb1/P1NB1N2/2PQKPPP/R6R w - - 0 11,Ke3
r2q1rk1/2p2pbp/p2p1np1/1p2p3/1P1nPBb1/P1NBKN2/2PQ1PPP/R6R w - - 0 12,Bg3
r2q1rk1/5pbp/p1pp1np1/1p2p3/1P1nP1b1/P1NBKNB1/2PQ1PPP/R6R w - - 0 13,Nxd4
r2q1rk1/5pbp/p1pp1np1/1p6/1P1pP1b1/P1NBK1B1/2PQ1PPP/R6R w - - 0 14,Kxd4
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b3
rnbqkbnr/ppp1pppp/3p4/8/8/1P6/P1PPPPPP/RNBQKBNR w KQkq - 0 2,Bb2
rnbqkb1r/ppp1pppp/3p1n2/8/8/1P6/PBPPPPPP/RN1QKBNR w KQkq - 2 3,e4
rnbqkb1r/ppp1pppp/3p4/8/4n3/1P6/PBPP1PPP/RN1QKBNR w KQkq - 0 4,Qe2
rn1qkb1r/ppp1pppp/3p4/5b2/4n3/1P6/PBPPQPPP/RN2KBNR w KQkq - 2 5,g4
rn1qkb1r/ppp1pppp/3p2b1/8/4n1P1/1P6/PBPPQP1P/RN2KBNR w KQkq - 1 6,Bg2
rn1qkb1r/ppp1pppp/6b1/3p4/4n1P1/1P6/PBPPQPBP/RN2K1NR w KQkq - 0 7,d3
rn1qkb1r/ppp1pppp/5nb1/3p4/6P1/1P1P4/PBP1QPBP/RN2K1NR w KQkq - 1 8,c4
rn1qkb1r/ppp2ppp/4pnb1/3p4/2P3P1/1P1P4/PB2QPBP/RN2K1NR w KQkq - 0 9,Nd2
rn1qk2r/ppp2ppp/4pnb1/3p4/1bP3P1/1P1P4/PB1NQPBP/R3K1NR w KQkq - 2 10,O-O-O
rn2k2r/ppp1qppp/4pnb1/3p4/1bP3P1/1P1P4/PB1NQPBP/2KR2NR w kq - 4 11,f4
rn2k2r/ppp1qppp/4pnb1/3p4/2P2PP1/bP1P4/PB1NQ1BP/2KR2NR w kq - 1 12,cxd5
rn2k2r/ppp1qppp/4p1b1/3n4/5PP1/bP1P4/PB1NQ1BP/2KR2NR w kq - 0 13,Bxd5
rn2k2r/ppp1qppp/6b1/3p4/5PP1/bP1P4/PB1NQ2P/2KR2NR w kq - 0 14,Qxe7+
rn5r/ppp1kppp/6b1/3p4/5PP1/bP1P4/PB1N3P/2KR2NR w - - 0 15,Bxa3+
rn5r/pppk1ppp/6b1/3p4/5PP1/BP1P4/P2N3P/2KR2NR w - - 1 16,Ngf3
r6r/pppk1ppp/2n3b1/3p4/5PP1/BP1P1N2/P2N3P/2KR3R w - - 3 17,f5
r6r/pppk1ppp/2n5/3p1b2/6P1/BP1P1N2/P2N3P/2KR3R w - - 0 18,gxf5
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,Nf6
rnbqkb1r/pppppppp/5n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 0 2,g6
rnbqkb1r/pppppp1p/5np1/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,Bg7
rnbqk2r/ppppppbp/5np1/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 2 4,d6
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 5,Bg4
rn1qk2r/ppp1ppbp/3p1np1/8/2PPP1b1/2N2N2/PP2BPPP/R1BQK2R b KQkq - 2 6,O-O
rn1q1rk1/ppp1ppbp/3p1np1/4P3/2PP2b1/2N2N2/PP2BPPP/R1BQK2R b KQ - 0 7,dxe5
rn1q1rk1/ppp1ppbp/5np1/4P3/2P3b1/2N2N2/PP2BPPP/R1BQK2R b KQ - 0 8,Qxd1+
rn3rk1/ppp1ppbp/5np1/4P3/2P3b1/5N2/PP2BPPP/R1BNK2R b KQ - 0 9,Nfd7
rn3rk1/pppnppbp/6p1/4P3/2P3b1/4NN2/PP2BPPP/R1B1K2R b KQ - 2 10,Nxe5
rn3rk1/ppp1ppbp/6p1/4n3/2P3N1/5N2/PP2BPPP/R1B1K2R b KQ - 0 11,Nxg4
rn3rk1/ppp1ppbp/6p1/8/2P3n1/8/PP1NBPPP/R1B1K2R b KQ - 1 12,Ne5
rn3rk1/ppp1ppbp/6p1/4n3/2P5/8/PP1NBPPP/R1B2RK1 b - - 3 13,Nbd7
r4rk1/pppnppbp/6p1/4n3/2P5/8/PP1NBPPP/1RB2RK1 b - - 5 14,Nc5
r4rk1/ppp1ppbp/6p1/2n1n3/2P5/8/PP1NBPPP/1RBR2K1 b - - 7 15,Ned3
r4rk1/ppp1ppbp/6p1/2n5/2P5/3B4/PP1N1PPP/1RBR2K1 b - - 0 16,Nxd3
r4rk1/ppp1ppbp/6p1/8/2P5/3n1N2/PP3PPP/1RBR2K1 b - - 1 17,Nxc1
r4rk1/ppp1ppbp/6p1/8/2P5/5N2/PP3PPP/1RR3K1 b - - 0 18,Rfd8
r2r2k1/ppp1ppbp/6p1/8/2P5/1P3N2/P4PPP/1RR3K1 b - - 0 19,Rd3
r5k1/ppp1ppbp/6p1/8/2P5/1P1r4/P4PPP/1RR1N1K1 b - - 2 20,Rd2
r5k1/ppp1ppbp/6p1/8/2P5/1P6/P1Nr1PPP/1RR3K1 b - - 4 21,Re2
r5k1/ppp1ppbp/6p1/8/2P5/1P2N3/P3rPPP/1RR3K1 b - - 6 22,Rxa2
r5k1/ppp1ppbp/6p1/8/2P5/1P2N1P1/r4P1P/1RR3K1 b - - 0 23,Rd8
3r2k1/ppp1ppbp/6p1/8/2P5/1P2N1P1/r1R2P1P/1R4K1 b - - 2 24,Rxc2
3r2k1/ppp1ppbp/6p1/8/2P5/1P4P1/2N2P1P/1R4K1 b - - 0 25,Rd2
6k1/ppp1ppbp/6p1/8/2P5/1P2N1P1/3r1P1P/1R4K1 b - - 2 26,Bd4
6k1/ppp1pp1p/6p1/8/2Pb4/1P2N1P1/3r1P1P/4R1K1 b - - 4 27,f5
6k1/ppp1p2p/6p1/5p2/2Pb4/1P2N1P1/3r1P1P/4RK2 b - - 1 28,g5
6k1/ppp1p2p/8/5pp1/2Pb4/1P2N1P1/3rRP1P/5K2 b - - 1 29,Bxe3
6k1/ppp1p2p/8/5pp1/2P5/1P2R1P1/3r1P1P/5K2 b - - 0 30,Kf7
8/ppp1pk1p/8/4Rpp1/2P5/1P4P1/3r1P1P/5K2 b - - 2 31,Kf6
8/ppp1p2p/5k2/4Rpp1/2P2P2/1P4P1/3r3P/5K2 b - - 0 32,gxf4
8/ppp1p2p/5k2/4Rp2/2P2P2/1P6/3r3P/5K2 b - - 0 33,Rd3
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nf3
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,c3
r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 0 4,Be2
r1bqkbnr/pp1p1p1p/2n1p1p1/2p5/4P3/2P2N2/PP1PBPPP/RNBQK2R w KQkq - 0 5,O-O
r1bqk1nr/pp1p1pbp/2n1p1p1/2p5/4P3/2P2N2/PP1PBPPP/RNBQ1RK1 w kq - 2 6,d4
r1bqk1nr/pp1p1pbp/2n1p1p1/8/3pP3/2P2N2/PP2BPPP/RNBQ1RK1 w kq - 0 7,cxd4
r1bqk1nr/pp3pbp/2n1p1p1/3p4/3PP3/5N2/PP2BPPP/RNBQ1RK1 w kq - 0 8,exd5
r1bqk1nr/pp3pbp/2n3p1/3p4/3P4/5N2/PP2BPPP/RNBQ1RK1 w kq - 0 9,Re1
r1bqk2r/pp2npbp/2n3p1/3p4/3P4/5N2/PP2BPPP/RNBQR1K1 w kq - 2 10,Bg5
r1bq1rk1/pp2npbp/2n3p1/3p2B1/3P4/5N2/PP2BPPP/RN1QR1K1 w - - 4 11,Bxe7
r1b2rk1/pp2qpbp/2n3p1/3p4/3P4/5N2/PP2BPPP/RN1QR1K1 w - - 0 12,Nc3
r4rk1/pp2qpbp/2n1b1p1/3p4/3P4/2N2N2/PP2BPPP/R2QR1K1 w - - 2 13,Qd2
r3r1k1/pp2qpbp/2n1b1p1/3p4/3P4/2N2N2/PP1QBPPP/R3R1K1 w - - 4 14,Rad1
2r1r1k1/pp2qpbp/2n1b1p1/3p4/3P4/2N2N2/PP1QBPPP/3RR1K1 w - - 6 15,Bb5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e4
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d4
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,e5
rn1qkbnr/pp2pppp/2p5/3pPb2/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,Bd3
rn1qkbnr/pp2pppp/2p5/3pP3/3P4/3b4/PPP2PPP/RNBQK1NR w KQkq - 0 5,Qxd3
rn1qkbnr/pp3ppp/2p1p3/3pP3/3P4/3Q4/PPP2PPP/RNB1K1NR w KQkq - 0 6,f4
rn1qkbnr/pp3ppp/4p3/2ppP3/3P1P2/3Q4/PPP3PP/RNB1K1NR w KQkq - 0 7,c3
r2qkbnr/pp3ppp/2n1p3/2ppP3/3P1P2/2PQ4/PP4PP/RNB1K1NR w KQkq - 1 8,Nf3
r2qkb1r/pp2nppp/2n1p3/2ppP3/3P1P2/2PQ1N2/PP4PP/RNB1K2R w KQkq - 3 9,O-O
r2qkb1r/pp3ppp/2n1p3/2ppPn2/3P1P2/2PQ1N2/PP4PP/RNB2RK1 w kq - 5 10,Nbd2
r3kb1r/pp3ppp/1qn1p3/2ppPn2/3P1P2/2PQ1N2/PP1N2PP/R1B2RK1 w kq - 7 11,g4
r3kb1r/pp3ppp/1qn1p2n/2ppP3/3P1PP1/2PQ1N2/PP1N3P/R1B2RK1 w kq - 1 12,h3
r3k2r/pp2bppp/1qn1p2n/2ppP3/3P1PP1/2PQ1N1P/PP1N4/R1B2RK1 w kq - 1 13,Kh1
r3k2r/pp2bp1p/1qn1p1pn/2ppP3/3P1PP1/2PQ1N1P/PP1N4/R1B2R1K w kq - 0 14,c4
r3k2r/pp2bp1p/1qn1p1pn/3pP3/2Pp1PP1/3Q1N1P/PP1N4/R1B2R1K w kq - 0 15,cxd5
r3k2r/pp2bp1p/1qn3pn/3pP3/3p1PP1/3Q1N1P/PP1N4/R1B2R1K w kq - 0 16,Nb3
r4rk1/pp2bp1p/1qn3pn/3pP3/3p1PP1/1N1Q1N1P/PP6/R1B2R1K w - - 2 17,Nfxd4
r4rk1/pp2bp1p/1q4pn/3pP3/3n1PP1/1N1Q3P/PP6/R1B2R1K w - - 0 18,Qxd4
r4rk1/pp2bp1p/6pn/3pP3/3q1PP1/1N5P/PP6/R1B2R1K w - - 0 19,Nxd4
r4rk1/pp3p1p/6pn/2bpP3/3N1PP1/7P/PP6/R1B2R1K w - - 1 20,Be3
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d5
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,e6
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,Nf6
rnbqkb1r/ppp2ppp/4pn2/3P4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4,Nxd5
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c5
rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,g6
rnbqkbnr/pp1ppp1p/6p1/2p5/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 1 3,Bg7
rnbqk1nr/pp1pppbp/6p1/2p5/2B1P3/2NP4/PPP2PPP/R1BQK1NR b KQkq - 0 4,e6
rnbqk1nr/pp1p1pbp/4p1p1/2p5/2B1P3/2NPB3/PPP2PPP/R2QK1NR b KQkq - 1 5,Qc7
rnb1k1nr/ppqp1pbp/4p1p1/2p5/2B1P3/2NPBN2/PPP2PPP/R2QK2R b KQkq - 3 6,Nf6
rnb1k2r/ppqp1pbp/4pnp1/2p5/2BPP3/2N1BN2/PPP2PPP/R2QK2R b KQkq - 0 7,cxd4
rnb1k2r/ppqp1pbp/4pnp1/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq - 0 8,O-O
rnb2rk1/ppqp1pbp/4pnp1/8/2BNP3/2N1B3/PPP2PPP/R2Q1RK1 b - - 2 9,Nc6
r1b2rk1/ppqp1pbp/2N1pnp1/8/2B1P3/2N1B3/PPP2PPP/R2Q1RK1 b - - 0 10,bxc6
